,academic_year_first_registration,birth_date,nacionality,num_registrations,num_registrations_course_conferent_degree,working_student,age,total_ects,has_scholarship,moved_student,registrations,repetitions,attendance_T,attendance_TP,attendance_PL,TP_time,PL_time,frequency_grade_result,frequency_grade,normal_grade_result,normal_grade,recovery_grade_result,recovery_grade,valid_final_grade,years_since_registration,dropout
1007,2014/2015,1996-03-14 06:00:00,PRT,3,5,0,25,66.0,True,False,3,0,0.8928571428571429,1.0,0.0,20:00:00,14:00:00,AP,15.0,F,0.0,AP,15.0,1,2,False
1008,2014/2015,1996-12-14 06:00:00,PRT,1,7,0,24,67.0,False,False,1,1,0.1071428571428571,0.0,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1009,2014/2015,1996-08-20 05:00:00,PRT,2,4,0,24,72.0,False,False,2,0,0.8928571428571429,1.0,0.0,20:00:00,14:00:00,R,8.0,F,0.0,AP,15.0,1,2,False
1010,2014/2015,1996-06-12 05:00:00,PRT,1,6,0,25,73.0,False,False,1,1,0.6071428571428571,0.9090909090909092,0.0,16:00:00,14:00:00,R,5.0,F,0.0,F,0.0,0,2,True
1011,2014/2015,1996-03-16 06:00:00,PRT,1,3,0,25,65.0,True,False,1,1,0.0357142857142857,0.2222222222222222,0.0,20:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1012,2014/2015,1996-05-05 05:00:00,PRT,1,3,0,25,74.0,False,True,1,1,0.0,0.0,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1013,2014/2015,1996-03-03 06:00:00,PRT,1,6,0,25,63.0,False,False,1,1,0.7857142857142857,0.8181818181818182,0.0,16:00:00,14:00:00,R,7.0,F,0.0,R,7.0,0,2,False
1014,2014/2015,1996-04-08 05:00:00,PRT,1,7,0,25,72.0,True,False,1,1,0.4285714285714285,0.8888888888888888,0.0,20:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1015,2014/2015,1996-11-04 06:00:00,PRT,5,7,0,24,78.0,False,False,1,0,0.5714285714285714,0.5833333333333334,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1016,2014/2015,1996-05-29 05:00:00,PRT,1,6,0,25,72.0,False,True,1,1,0.5714285714285714,1.0,0.0,16:00:00,14:00:00,R,5.0,F,0.0,R,7.0,0,2,False
1017,2014/2015,1995-06-20 05:00:00,PRT,3,5,0,26,84.0,True,True,2,1,0.3571428571428571,0.5,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1018,2014/2015,1996-09-23 05:00:00,PRT,1,4,0,24,72.0,True,True,1,1,0.5357142857142857,0.6363636363636364,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1019,2014/2015,1995-08-30 05:00:00,PRT,1,5,0,25,67.0,False,True,1,1,0.25,0.4166666666666667,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,AP,13.0,1,2,False
1020,2014/2015,1996-02-28 06:00:00,PRT,1,4,0,25,49.0,False,True,1,1,0.6071428571428571,0.6363636363636364,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1021,2014/2015,1995-06-02 05:00:00,PRT,2,7,0,26,78.0,False,True,1,0,0.0357142857142857,0.1666666666666666,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1022,2014/2015,1996-10-30 06:00:00,PRT,1,6,0,24,69.0,False,True,1,0,0.6428571428571429,0.6363636363636364,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,AP,10.0,1,2,False
1023,2014/2015,1996-12-02 06:00:00,PRT,3,6,0,24,66.0,False,True,1,0,0.2142857142857142,0.1818181818181818,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1024,2014/2015,1996-12-01 06:00:00,PRT,4,7,0,24,78.0,False,True,1,1,0.6428571428571429,0.5454545454545454,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1025,2014/2015,1996-06-03 05:00:00,PRT,1,5,0,25,78.0,False,False,1,0,0.3571428571428571,0.5454545454545454,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1026,2014/2015,1994-10-01 05:00:00,PRT,1,6,0,26,84.0,False,True,1,1,0.6785714285714286,0.8888888888888888,0.0,20:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1027,2014/2015,1996-02-29 06:00:00,PRT,3,6,0,25,68.0,False,True,1,0,0.1428571428571428,0.1818181818181818,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,2,True
1028,2014/2015,1996-04-22 05:00:00,PRT,4,7,0,25,83.0,False,True,1,1,0.5357142857142857,0.5454545454545454,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,R,6.0,0,2,True
1029,2014/2015,1996-01-27 06:00:00,PRT,1,7,0,25,72.0,False,True,1,0,0.6071428571428571,0.6363636363636364,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,R,6.0,0,2,True
1030,2014/2015,1995-07-24 05:00:00,PRT,1,7,0,25,72.0,False,True,1,0,0.5714285714285714,0.7272727272727273,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,R,8.0,0,2,True
1031,2014/2015,1996-04-29 05:00:00,PRT,1,6,0,25,69.0,False,True,1,0,0.6785714285714286,0.8181818181818182,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,AP,10.0,1,2,False
1032,2014/2015,1996-03-05 06:00:00,PRT,2,6,0,25,75.0,False,True,1,1,0.5357142857142857,0.9090909090909092,0.0,16:00:00,14:00:00,AP,14.0,F,0.0,F,0.0,1,2,False
1033,2014/2015,1996-03-06 06:00:00,PRT,1,6,0,25,70.0,False,True,1,1,0.5,0.9090909090909092,0.0,16:00:00,14:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
1034,2014/2015,1995-02-19 06:00:00,PRT,1,7,0,26,52.0,False,True,1,0,0.8928571428571429,0.9166666666666666,0.0,16:00:00,14:00:00,R,8.0,F,0.0,AP,10.0,1,2,False
1035,2014/2015,1993-08-07 05:00:00,PRT,2,7,0,27,73.0,False,True,1,0,0.6785714285714286,0.7272727272727273,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,AP,14.0,1,2,False
1036,2014/2015,1996-07-06 05:00:00,AGO,2,6,0,25,66.0,False,True,2,0,0.9285714285714286,0.8181818181818182,0.0,16:00:00,14:00:00,AP,18.0,F,0.0,F,0.0,1,2,False
1037,2014/2015,1995-11-23 06:00:00,AGO,2,6,0,25,72.0,False,False,2,0,0.7857142857142857,0.7272727272727273,0.0,16:00:00,14:00:00,AP,11.0,F,0.0,AP,14.0,1,2,False
1038,2014/2015,1994-04-16 05:00:00,AGO,4,6,0,27,75.0,False,False,2,0,0.8928571428571429,0.8181818181818182,0.0,16:00:00,14:00:00,AP,16.0,F,0.0,AP,18.0,1,2,False
1039,2015/2016,1996-06-04 05:00:00,PRT,1,4,0,25,77.0,False,True,1,0,0.6785714285714286,0.4545454545454545,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
1040,2015/2016,1997-06-16 05:00:00,PRT,1,6,0,24,69.0,False,True,1,0,0.8571428571428571,1.0,0.0,20:00:00,14:00:00,R,8.0,F,0.0,F,0.0,0,1,True
1041,2015/2016,1997-04-25 05:00:00,PRT,4,6,0,24,69.0,False,True,1,0,0.8571428571428571,1.0,0.0,16:00:00,14:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1042,2015/2016,1997-05-09 05:00:00,PRT,1,6,0,24,66.0,True,True,1,0,0.8214285714285714,1.0,0.0,20:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1043,2015/2016,1997-09-25 05:00:00,PRT,1,6,0,23,59.0,False,False,1,0,0.8571428571428571,1.0,0.0,20:00:00,14:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1044,2015/2016,1997-06-06 05:00:00,PRT,1,6,0,24,73.0,True,False,1,0,0.6785714285714286,0.8888888888888888,0.0,20:00:00,14:00:00,R,8.0,F,0.0,AP,11.0,1,1,False
1045,2015/2016,1997-04-24 05:00:00,PRT,2,6,0,24,66.0,False,False,1,0,0.5357142857142857,0.6363636363636364,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,AP,11.0,1,1,False
1046,2015/2016,1997-11-06 06:00:00,PRT,1,6,0,23,59.0,False,False,1,0,0.75,0.8888888888888888,0.0,20:00:00,14:00:00,R,3.0,F,0.0,R,7.0,0,1,False
1047,2015/2016,1997-06-03 05:00:00,PRT,4,6,0,24,59.0,False,False,1,0,0.6428571428571429,1.0,0.0,20:00:00,14:00:00,R,6.0,F,0.0,R,7.0,0,1,False
1048,2015/2016,1997-06-01 05:00:00,PRT,2,6,0,24,59.0,False,False,1,0,0.75,0.8181818181818182,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1049,2015/2016,1997-01-05 06:00:00,PRT,1,6,0,24,67.0,True,False,1,0,0.8214285714285714,1.0,0.0,20:00:00,14:00:00,R,5.0,F,0.0,R,5.0,0,1,False
1050,2015/2016,1997-08-16 05:00:00,PRT,1,6,0,23,66.0,True,False,1,0,0.8571428571428571,1.0,0.0,20:00:00,14:00:00,R,5.0,F,0.0,F,0.0,0,1,True
1051,2015/2016,1997-07-05 05:00:00,PRT,1,3,0,24,59.0,False,False,1,0,0.75,0.8888888888888888,0.0,20:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1052,2015/2016,1997-09-06 05:00:00,PRT,1,6,0,23,59.0,True,False,1,0,0.7142857142857143,1.0,0.0,20:00:00,14:00:00,R,6.0,F,0.0,R,4.0,0,1,False
1053,2015/2016,1997-03-06 06:00:00,PRT,1,6,0,24,73.0,False,True,1,0,0.7142857142857143,0.6666666666666666,0.0,16:00:00,14:00:00,R,3.0,F,0.0,F,0.0,0,1,True
1054,2015/2016,1997-05-12 05:00:00,PRT,1,6,0,24,59.0,False,False,1,0,0.9285714285714286,1.0,0.0,16:00:00,14:00:00,AP,16.0,F,0.0,F,0.0,1,1,False
1055,2015/2016,1997-08-06 05:00:00,PRT,1,5,0,23,72.0,False,False,1,0,0.8571428571428571,1.0,0.0,20:00:00,14:00:00,AP,14.0,F,0.0,F,0.0,1,1,False
1056,2015/2016,1997-01-07 06:00:00,PRT,2,7,0,24,72.0,False,False,2,0,0.75,0.8333333333333334,0.0,16:00:00,14:00:00,AP,13.0,F,0.0,F,0.0,1,1,False
1057,2015/2016,1997-02-09 06:00:00,PRT,1,6,0,24,59.0,True,False,1,0,0.6428571428571429,0.9090909090909092,0.0,16:00:00,14:00:00,R,2.0,F,0.0,F,0.0,0,1,True
1058,2015/2016,1997-07-11 05:00:00,PRT,5,6,0,23,73.0,False,True,1,0,0.8571428571428571,1.0,0.0,20:00:00,14:00:00,R,8.0,F,0.0,R,7.0,0,1,False
1059,2015/2016,1997-11-20 06:00:00,PRT,7,6,0,23,76.0,False,True,2,0,0.5714285714285714,0.1818181818181818,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1060,2015/2016,1997-01-28 06:00:00,PRT,1,6,0,24,75.0,False,True,1,0,0.9285714285714286,1.0,0.0,16:00:00,14:00:00,AP,13.0,F,0.0,AP,16.0,1,1,False
1061,2015/2016,1997-12-13 06:00:00,PRT,1,6,0,23,65.0,False,True,1,0,0.7142857142857143,0.8181818181818182,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1062,2015/2016,1997-03-19 06:00:00,PRT,1,6,0,24,62.0,False,True,1,0,0.5357142857142857,0.4545454545454545,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
1063,2015/2016,1996-03-24 06:00:00,PRT,1,6,0,25,70.0,True,True,1,0,0.75,0.75,0.0,16:00:00,14:00:00,R,5.0,F,0.0,R,6.0,0,1,False
1064,2015/2016,1997-08-25 05:00:00,PRT,2,6,0,23,59.0,True,True,1,0,0.7857142857142857,1.0,0.0,20:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1065,2015/2016,1996-01-30 06:00:00,PRT,1,4,0,25,79.0,False,True,1,0,0.0,0.0,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
1066,2015/2016,1996-09-16 05:00:00,PRT,1,5,0,24,78.0,False,True,1,0,0.7857142857142857,0.9090909090909092,0.0,16:00:00,14:00:00,R,8.0,F,0.0,R,7.0,0,1,False
1067,2015/2016,1997-09-21 05:00:00,PRT,1,6,0,23,78.0,True,True,1,0,0.5357142857142857,0.5833333333333334,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,AP,13.0,1,1,False
1068,2015/2016,1997-03-06 06:00:00,PRT,1,5,0,24,59.0,False,True,1,0,0.6428571428571429,0.7272727272727273,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,R,5.0,0,1,True
1069,2015/2016,1997-05-20 05:00:00,PRT,2,6,0,24,66.0,False,True,1,0,0.5714285714285714,0.4166666666666667,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
1070,2015/2016,1996-08-13 05:00:00,PRT,1,6,0,24,59.0,False,True,1,0,0.7857142857142857,0.75,0.0,16:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1071,2015/2016,1997-07-04 05:00:00,PRT,1,6,0,24,72.0,True,True,1,0,0.6428571428571429,0.7272727272727273,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,R,5.0,0,1,True
1072,2015/2016,1997-07-02 05:00:00,PRT,1,5,0,24,59.0,False,True,1,0,0.6071428571428571,0.8181818181818182,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,R,7.0,0,1,True
1073,2015/2016,1997-02-07 06:00:00,PRT,1,6,0,24,69.0,True,True,1,0,0.7857142857142857,0.8181818181818182,0.0,16:00:00,14:00:00,R,5.0,F,0.0,AP,10.0,1,1,False
1074,2015/2016,1997-02-05 06:00:00,PRT,2,5,0,24,73.0,True,True,1,0,0.0,0.0,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
1075,2015/2016,1996-10-20 05:00:00,PRT,1,6,0,24,73.0,False,True,1,0,0.0714285714285714,0.0,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
1076,2015/2016,1997-01-21 06:00:00,PRT,1,6,0,24,76.0,False,False,1,0,0.4642857142857143,0.0,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,R,8.0,0,1,True
1077,2015/2016,1997-08-23 05:00:00,PRT,3,6,0,23,72.0,False,False,1,0,0.75,0.5,0.0,16:00:00,14:00:00,R,6.0,F,0.0,R,7.0,0,1,False
1078,2015/2016,1997-10-04 05:00:00,PRT,3,5,0,23,66.0,False,False,1,0,0.7857142857142857,1.0,0.0,16:00:00,14:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1079,2015/2016,1996-05-09 05:00:00,PRT,1,3,0,25,72.0,True,False,1,0,0.8571428571428571,0.8888888888888888,0.0,20:00:00,14:00:00,AP,12.0,F,0.0,AP,12.0,1,1,False
1080,2015/2016,1997-05-03 05:00:00,PRT,1,6,0,24,73.0,True,False,1,0,0.6428571428571429,0.6363636363636364,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,AP,10.0,1,1,False
1081,2015/2016,1997-10-17 05:00:00,PRT,1,6,0,23,74.0,False,True,1,0,0.75,1.0,0.0,20:00:00,14:00:00,R,7.0,F,0.0,R,7.0,0,1,False
1082,2015/2016,1997-12-01 06:00:00,PRT,1,6,0,23,73.0,False,True,1,0,0.3571428571428571,0.7777777777777778,0.0,20:00:00,14:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1083,2015/2016,1997-04-09 05:00:00,PRT,1,6,0,24,66.0,False,True,1,0,0.9285714285714286,0.9166666666666666,0.0,16:00:00,14:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1084,2015/2016,1996-12-25 06:00:00,PRT,1,6,0,24,72.0,False,True,1,0,0.8571428571428571,0.8333333333333334,0.0,16:00:00,14:00:00,R,7.0,F,0.0,AP,10.0,1,1,False
1085,2007/2008,1989-08-05 05:00:00,PRT,1,14,1,31,73.0,False,False,1,5,0.5357142857142857,0.4545454545454545,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,10,True
1086,2007/2008,1989-06-24 05:00:00,PRT,9,13,0,32,81.0,False,True,9,2,0.0357142857142857,0.0909090909090909,0.0,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,10,True
1087,1998/1999,1980-07-29 05:00:00,PRT,3,8,1,40,54.0,False,False,3,2,0.1071428571428571,0.1818181818181818,0.6666666666666666,15:00:00,14:00:00,ADNA,0.0,F,0.0,R,7.0,1,19,True
1088,2006/2007,1981-08-20 05:00:00,PRT,5,13,1,39,79.0,False,False,4,6,0.1785714285714285,0.5454545454545454,0.0,21:00:00,16:00:00,ADNA,0.0,R,7.0,R,6.0,1,11,False
1089,2008/2009,1978-08-25 05:00:00,PRT,9,23,0,42,55.0,False,False,8,1,0.0357142857142857,0.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,9,True
1090,2009/2010,1989-06-18 05:00:00,PRT,3,7,0,32,75.0,False,True,3,0,0.2142857142857142,0.6363636363636364,0.0,21:00:00,14:00:00,ADNA,0.0,F,0.0,F,0.0,0,8,True
1091,2009/2010,1991-01-05 06:00:00,PRT,1,12,1,30,74.0,False,False,1,3,0.0714285714285714,0.0,0.0,16:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,8,True
1092,2010/2011,1992-11-16 06:00:00,PRT,3,10,0,28,72.0,False,False,3,5,0.0357142857142857,0.0,0.0,21:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,1,7,True
1093,2010/2011,1992-02-08 06:00:00,PRT,10,9,0,29,79.0,False,False,7,1,0.5714285714285714,0.9090909090909092,1.0,16:00:00,16:00:00,R,8.0,AP,10.0,F,0.0,1,7,False
1094,2010/2011,1992-08-16 05:00:00,PRT,5,7,0,28,80.0,False,False,5,1,0.3928571428571428,0.1818181818181818,0.6666666666666666,21:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,7,True
1095,2010/2011,1991-11-23 06:00:00,PRT,3,10,0,29,79.0,True,True,3,4,0.0714285714285714,0.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,7,True
1096,2010/2011,1992-01-22 06:00:00,PRT,3,9,0,29,84.0,False,True,3,4,0.8214285714285714,0.7272727272727273,1.0,15:00:00,16:00:00,AP,14.0,F,0.0,F,0.0,1,7,False
1097,2010/2011,1992-05-13 05:00:00,PRT,4,7,0,29,78.0,False,True,4,2,0.0,0.1818181818181818,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,7,True
1098,2010/2011,1992-01-30 06:00:00,PRT,7,13,0,29,85.0,False,True,6,1,0.3214285714285714,0.4545454545454545,0.6666666666666666,15:00:00,14:00:00,ADNA,0.0,AP,11.0,F,0.0,1,7,False
1099,2010/2011,1992-04-17 05:00:00,PRT,3,11,0,29,79.0,False,True,3,5,0.0,0.2727272727272727,0.0,15:00:00,16:00:00,ADNA,0.0,AP,10.0,F,0.0,1,7,False
1100,2010/2011,1990-05-08 05:00:00,PRT,3,11,0,31,74.0,False,True,3,0,0.0357142857142857,0.2727272727272727,1.0,16:00:00,16:00:00,R,8.0,R,8.0,F,0.0,1,7,False
1101,2011/2012,1992-03-26 06:00:00,PRT,2,9,0,29,84.0,False,True,2,0,0.6428571428571429,0.6363636363636364,0.6666666666666666,16:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1102,2011/2012,1993-08-23 05:00:00,PRT,3,10,0,27,66.0,False,False,3,0,0.0,0.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1103,2011/2012,1993-10-06 05:00:00,PRT,3,10,0,27,60.0,False,False,3,4,0.1428571428571428,0.0,0.3333333333333333,15:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1104,2011/2012,1993-04-24 05:00:00,PRT,3,9,0,28,66.0,False,True,3,2,0.0,0.2727272727272727,1.0,17:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,6,False
1105,2011/2012,1993-12-04 06:00:00,PRT,3,10,0,27,60.0,False,True,3,4,0.3571428571428571,0.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1106,2011/2012,1990-06-21 05:00:00,PRT,4,10,0,31,80.0,False,True,3,2,0.0,0.0,0.6666666666666666,15:00:00,14:00:00,R,8.0,R,8.0,F,0.0,0,6,False
1107,2012/2013,1994-01-19 06:00:00,PRT,4,8,0,27,72.0,False,True,2,3,0.0357142857142857,0.0,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1108,2012/2013,1993-11-13 06:00:00,PRT,5,8,0,27,60.0,False,True,3,3,0.7857142857142857,1.0,1.0,17:00:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,5,False
1109,2012/2013,1994-04-23 05:00:00,PRT,3,8,0,27,24.0,False,True,2,0,0.0,0.4545454545454545,0.6666666666666666,17:00:00,16:00:00,ADNA,0.0,F,0.0,AP,10.0,1,5,False
1110,2012/2013,1994-10-04 05:00:00,PRT,3,8,0,26,60.0,False,True,3,4,0.4642857142857143,0.0909090909090909,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1111,2012/2013,1993-08-07 05:00:00,PRT,3,9,0,27,30.0,False,True,3,3,0.8571428571428571,1.0,0.3333333333333333,16:00:00,16:00:00,ADNA,0.0,D,0.0,AP,10.0,1,5,False
1112,2012/2013,1994-06-25 05:00:00,PRT,4,9,0,27,78.0,False,True,3,2,0.5357142857142857,0.8181818181818182,1.0,17:00:00,14:00:00,R,8.0,AP,11.0,F,0.0,1,5,False
1113,2012/2013,1994-08-20 05:00:00,PRT,2,7,0,26,69.0,False,True,2,0,0.0,0.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1114,2012/2013,1994-07-04 05:00:00,PRT,3,9,0,27,48.0,False,True,2,3,0.3571428571428571,0.4545454545454545,1.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,AP,12.0,1,5,False
1115,2012/2013,1994-07-15 05:00:00,PRT,2,8,0,26,90.0,True,True,2,4,0.0357142857142857,0.2727272727272727,1.0,16:00:00,14:00:00,ADNA,0.0,AP,12.0,F,0.0,1,5,False
1116,2012/2013,1994-10-02 05:00:00,PRT,3,9,0,26,56.0,False,True,3,0,0.2142857142857142,0.8181818181818182,1.0,17:00:00,14:00:00,AP,13.0,F,0.0,F,0.0,1,5,False
1117,2013/2014,1995-10-25 06:00:00,PRT,4,7,0,25,25.0,False,True,2,3,0.0,0.0,0.0,23:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1118,2013/2014,1995-07-05 05:00:00,PRT,5,8,0,26,49.0,False,False,2,3,0.5,0.9090909090909092,1.0,17:00:00,16:00:00,R,8.0,R,8.0,AP,10.0,1,4,False
1119,2013/2014,1995-10-02 05:00:00,PRT,2,7,0,25,30.0,False,False,2,2,0.6785714285714286,0.4545454545454545,1.0,21:00:00,16:00:00,ADNA,0.0,F,0.0,R,7.0,0,4,True
1120,2013/2014,1995-07-11 05:00:00,PRT,1,6,0,25,81.0,False,True,1,1,0.3214285714285714,0.4545454545454545,1.0,15:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,4,False
1121,2013/2014,1992-10-13 05:00:00,PRT,2,8,0,28,63.0,False,True,2,1,0.0,0.0,0.0,21:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1122,2013/2014,1994-12-16 06:00:00,PRT,3,5,0,26,60.0,False,True,3,0,0.0714285714285714,0.0909090909090909,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1123,2013/2014,1995-04-15 05:00:00,PRT,3,7,0,26,56.0,False,True,3,1,0.0357142857142857,0.3636363636363636,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,R,5.0,0,4,True
1124,2013/2014,1994-04-05 05:00:00,PRT,1,7,0,27,84.0,False,True,1,3,0.1428571428571428,0.7272727272727273,0.0,17:00:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,4,False
1125,2013/2014,1995-06-07 05:00:00,PRT,3,6,0,26,59.0,False,True,3,2,0.0357142857142857,0.0,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1126,2013/2014,1994-06-19 05:00:00,PRT,3,8,0,27,57.0,False,False,3,1,0.5,1.0,1.0,15:00:00,15:00:00,AP,13.0,F,0.0,F,0.0,1,4,False
1127,2013/2014,1994-10-09 05:00:00,PRT,5,8,0,26,60.0,False,False,3,1,0.5714285714285714,0.8181818181818182,1.0,21:00:00,16:00:00,AP,12.0,F,0.0,F,0.0,1,4,False
1128,2013/2014,1994-06-29 05:00:00,PRT,3,5,0,27,57.0,False,True,3,2,0.0,0.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1129,2013/2014,1994-06-09 05:00:00,PRT,8,5,0,27,66.0,False,True,6,2,0.0,0.0,0.0,16:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,4,True
1130,2013/2014,1995-11-27 06:00:00,PRT,2,6,0,25,78.0,True,True,1,2,0.6428571428571429,0.3636363636363636,0.0,23:00:00,16:00:00,AP,10.0,F,0.0,F,0.0,1,4,False
1131,2013/2014,1995-12-20 06:00:00,PRT,6,8,0,25,74.0,False,True,4,0,0.0,0.6363636363636364,1.0,17:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,4,False
1132,2013/2014,1993-06-03 05:00:00,PRT,2,7,0,28,84.0,True,True,1,2,0.6071428571428571,0.6363636363636364,0.0,23:00:00,16:00:00,R,8.0,R,6.0,AP,14.0,1,4,False
1133,2007/2008,1986-09-04 05:00:00,PRT,2,8,1,34,66.0,False,False,2,1,0.0357142857142857,0.1818181818181818,0.0,21:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,10,True
1134,2014/2015,1996-12-06 06:00:00,PRT,1,6,0,24,79.0,False,True,1,1,0.3928571428571428,0.8181818181818182,0.0,15:00:00,16:00:00,R,7.0,R,8.0,AP,10.0,1,3,False
1135,2014/2015,1996-06-13 05:00:00,PRT,2,7,0,25,76.0,False,True,2,0,0.3571428571428571,0.7272727272727273,1.0,15:00:00,14:00:00,R,8.0,AP,11.0,F,0.0,1,3,False
1136,2014/2015,1996-07-12 05:00:00,PRT,1,5,0,24,75.0,False,False,1,2,0.6428571428571429,0.5454545454545454,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1137,2014/2015,1996-09-11 05:00:00,PRT,2,7,0,24,73.0,False,True,1,1,0.75,0.9090909090909092,1.0,17:00:00,14:00:00,AP,13.0,F,0.0,F,0.0,1,3,False
1138,2014/2015,1996-04-22 05:00:00,PRT,1,7,0,25,78.0,False,False,1,1,0.6071428571428571,0.4545454545454545,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1139,2014/2015,1996-03-14 06:00:00,PRT,3,5,0,25,79.0,True,False,3,1,0.0357142857142857,1.0,0.0,15:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
